공고연도,공고차수,단지명,공급유형,신청자격,당첨순위,심사단계,커트라인점수
,,숲에리움,31형,고령자,1,최종,8.0
,,벽산블루밍,49형,청년,1,최종,6.0
,,신정 파크샤인,49형,고령자,1,최종,6.0
,,26S,59형,신혼부부,1,최종,6.0
,,잠실올림픽공원,59형,신혼부부,1,최종,6.0
,,잠실올림픽공원,59형,일반가구,1,최종,3.0
,,잠실올림픽공원,22형,청년,1,최종,6.0
,,잠실올림픽공원,26형,청년,1,최종,6.0
,,26S,26형,청년,1,최종,6.0
,,일반,36형,주거급여,1,최종,3.0
,,우선,36형,일반가구,1,최종,6.0
,,우선,36형,일반가구,1,최종,9.0
,,우선,36형,일반가구,1,최종,4.0
,,우선,36형,청년,1,최종,6.0
,,일반,36형,주거급여,2,최종,1.0
,,일반,36형,고령자,2,최종,4.0
,,천왕지구 8 단지,36형,신혼부부,2,최종,1.0
,,천왕지구 8 단지,36형,청년,1,최종,6.0
,,천왕지구 8 단지,36형,신혼부부,1,최종,6.0
,,천왕지구 8 단지,36형,신혼부부,2,최종,3.0
,,천왕지구 8 단지,36형,고령자,2,최종,7.0
,,천왕지구 8 단지,36형,주거급여,1,최종,5.0
,,항동 하버라인,36형,청년,1,최종,4.0
,,9•10•11 단지,36형,청년,1,최종,6.0
,,우선,36형,일반가구,1,최종,8.0
,,광진구,20형,대학생,1,최종,3.0
,,강서구,29형,청년,1,최종,6.0
,,강서구,29형,신혼부부,1,최종,6.0
,,서초구,59형,고령자,1,최종,8.0
,,서초구,41형,고령자,1,최종,8.0
,,동작구,51형,신혼부부,1,최종,6.0
,,동작구,51형,청년,1,최종,6.0
,,종로구,13형,대학생,1,최종,3.0
,,종로구,13형,주거급여,2,최종,1.0
,,종로구,19형,청년,1,최종,6.0
,,구로구,17형,주거급여,2,최종,4.0
,,구로구,32형,청년,1,최종,6.0
,,구로구,32형,고령자,1,최종,7.0
,,강동구,52형,신혼부부,1,최종,6.0
,,강동구,52형,고령자,1,최종,6.0
,,관악구,44형,신혼부부,1,최종,6.0
,,관악구,44형,고령자,1,최종,8.0
,,송파구,59형,신혼부부,1,최종,6.0
,,은평구,26형,청년,1,최종,4.0
,,은평구,28형,청년,1,최종,6.0
,,은평구,18형,대학생,1,최종,1.0
,,은평구,29형,청년,1,최종,6.0
,,서대문구,59형,신혼부부,1,최종,6.0
,,강동구,51형,고령자,1,최종,9.0
,,영등포구,59형,신혼부부,1,최종,6.0
,,강동구,29형,청년,1,최종,6.0
,,강남구,59형,신혼부부,1,최종,6.0
,,강남구,36형,청년,1,최종,6.0
,,강동구,59형,신혼부부,1,최종,6.0
,,구로구,45형,신혼부부,1,최종,6.0
,,마포구,40형,고령자,1,최종,8.0
,,강북구,49형,신혼부부,1,최종,6.0
,,노원구,50형,신혼부부,1,최종,6.0
,,노원구,46형,고령자,1,최종,7.0
,,강남구,49형,신혼부부,1,최종,4.0
,,강남구,41형,고령자,1,최종,5.0
,,서초구,59형,신혼부부,1,최종,6.0
,,강남구,49형,신혼부부,1,최종,6.0
,,강동구,59형,고령자,1,최종,7.0
,,서초구,49형,신혼부부,1,최종,6.0
,,강남구,20형,청년,1,최종,6.0
,,서초구,20형,주거급여,1,최종,2.0
,,서초구,21형,고령자,1,최종,5.0
,,구로구,20형,청년,1,최종,6.0
,,구로구,20형,대학생,1,최종,1.0
,,중랑구,36형,청년,1,최종,6.0
,,중랑구,44형,신혼부부,1,최종,6.0
,,강서구,59형,신혼부부,1,최종,6.0
,,서초구,59형,고령자,1,최종,9.0
,,성북구,19형,청년,1,최종,6.0
,,구로구,33형,청년,1,최종,6.0
,,구로구,29형,주거급여,1,최종,6.0
,,구로구,29형,고령자,1,최종,6.0
,,구로구,36형,고령자,1,최종,5.0
,,강북구,59형,신혼부부,1,최종,6.0
,,중랑구,59형,신혼부부,1,최종,6.0
,,중랑구,29형,주거급여,2,최종,4.0
,,구로구,39형,고령자,1,최종,6.0
,,구로구,39형,주거급여,1,최종,6.0
,,동대문구,59형,신혼부부,1,최종,6.0
,,서대문구,52형,신혼부부,1,최종,6.0
,,래미안라클래시 (상아2차),59형,신혼부부,1,최종,6.0
,,래미안라클래시 (상아2차),59형,고령자,1,최종,6.0
,,강남구,52형,고령자,1,최종,7.0
,,강남구,22형,대학생,1,최종,3.0
,,광진구,27형,청년,1,최종,6.0
,,광진구,38형,고령자,1,최종,6.0
,,광진구,22형,대학생,1,최종,3.0
,,관악구,29형,청년,1,최종,6.0
,,영등포구,32형,청년,1,최종,6.0
,,영등포구,32형,신혼부부,1,최종,6.0
,,마포구,43형,고령자,2,최종,7.0
,,마포구,49형,고령자,1,최종,4.0
,,마포구,54형,신혼부부,1,최종,6.0
,,중랑구,59형,고령자,1,최종,9.0
,,중랑구,59형,청년,1,최종,6.0
,,서대문구,49형,신혼부부,1,최종,6.0
,,도봉구,22형,청년,1,최종,6.0
,,도봉구,22형,청년,1,최종,4.0
,,강동구,17형,고령자,1,최종,3.0
,,강동구,29형,주거급여,1,최종,2.0
,,강동구,36형,청년,1,최종,4.0
,,강동구,29형,주거급여,2,최종,1.0
,,강동구,29형,고령자,1,최종,5.0
,,서초구,48형,신혼부부,1,최종,6.0
,,강남구,35형,청년,1,최종,6.0
,,서초구,49형,청년,1,최종,6.0
,,송파구,31형,청년,1,최종,6.0
,,송파구,39형,신혼부부,1,최종,6.0
,,노원구,21형,고령자,1,최종,9.0
,,노원구,31형,청년,1,최종,6.0
,,구로구,16형,청년,1,최종,6.0
,,중랑구,21형,고령자,1,최종,7.0
,,중랑구,44형,고령자,1,최종,9.0
,,양천구,26형,고령자,1,최종,6.0
,,은평구,16형,대학생,1,최종,3.0
,,은평구,19형,대학생,1,최종,3.0
,,은평구,22형,청년,1,최종,6.0
,,성북구,26형,고령자,2,최종,7.0
,,성북구,36형,청년,1,최종,6.0
,,성북구,36형,대학생,1,최종,3.0
,,구로구,35형,청년,1,최종,6.0
,,구로구,22형,고령자,1,최종,4.0
,,구로구,40형,청년,1,최종,6.0
,,구로구,29형,고령자,1,최종,7.0
,,구로구,29형,주거급여,1,최종,5.0
,,강북구,53형,신혼부부,1,최종,6.0
,,노원구,49형,신혼부부,1,최종,6.0
,,노원구,49형,청년,1,최종,6.0
,,서대문구,37형,청년,1,최종,6.0
,,신길센트럴자이(신길12)\_서울리츠2호,34형,청년,1,최종,6.0
,,신혼부부,39형,신혼부부,1,최종,1.0
,,고령자,39형,고령자,1,최종,6.0
,,신혼부부,39형,신혼부부,1,최종,6.0
,,고령자,39형,고령자,1,최종,8.0
,,청년,39형,청년,1,최종,6.0
,,금천구,39형,주거급여,1,최종,5.0
,,성북구,39형,주거급여,1,최종,6.0
,,디에이치퍼스티어아이파크 (개포주공1),39형,신혼부부,2,최종,6.0
,,디에이치퍼스티어아이파크 (개포주공1),39형,고령자,1,최종,4.0
,,디에이치퍼스티어아이파크 (개포주공1),39형,신혼부부,1,최종,6.0
,,디에이치퍼스티어아이파크 (개포주공1),39형,고령자,1,최종,5.0
,,반포르엘2차 (신반포14차),39형,신혼부부,1,최종,6.0
,,반포르엘2차 (신반포14차),39형,고령자,1,최종,7.0
,,반포르엘2차 (신반포14차),39형,청년,1,최종,6.0
,,반포르엘2차 (신반포14차),39형,대학생,1,최종,3.0
,,강동 리엔파크 11단지,39형,고령자,1,최종,3.0
,,강동 리엔파크 14단지,39형,청년,1,최종,6.0
,,강남구,59형,고령자,1,최종,8.0
,,동작구,59형,신혼부부,1,최종,6.0
,,강남구,49형,신혼부부,2,최종,6.0
,,서초구,54형,신혼부부,1,최종,6.0
,,동작구,36형,신혼부부,1,최종,6.0
,,송파구,21형,청년,1,최종,6.0
,,노원구,21형,고령자,1,최종,6.0
,,구로구,21형,청년,1,최종,6.0
,,중랑구,29형,청년,1,최종,6.0
,,중랑구,21형,청년,1,최종,6.0
,,양천구,41형,신혼부부,1,최종,6.0
,,양천구,26형,고령자,2,최종,4.0
,,성북구,26형,청년,1,최종,6.0
,,성북구,31형,청년,1,최종,6.0
,,구로구,21형,고령자,1,최종,6.0
,,구로구,36형,고령자,1,최종,6.0
,,성북구,15형,대학생,1,최종,3.0
,,강북구,53형,신혼부부,2,최종,4.0
,,강북구,26형,청년,1,최종,6.0
,,은평구,23형,대학생,1,최종,3.0
,,29S,29형,주거급여,1,최종,3.0
,,39S,39형,고령자,2,최종,2.0
,,구로구 항동 하버라인,39형,청년,1,최종,6.0
,,39,39형,고령자,1,최종,5.0
,,동대문 힐스테이트 청계,48형,신혼부부,1,최종,6.0
,,e편한세상,48형,신혼부부,1,최종,6.0
,,강서구,29형,고령자,1,최종,5.0
,,영등포구,30형,청년,1,최종,6.0
,,구로구,39형,청년,1,최종,6.0
,,구로구,26형,대학생,1,최종,3.0
,,동대문구,26형,청년,1,최종,6.0
,,강서구,16형,청년,1,최종,6.0
,,강동구,29형,고령자,1,최종,4.0
,,마포구,36형,신혼부부,1,최종,6.0
,,마포구,17형,고령자,2,최종,6.0
,,강북구,46형,신혼부부,1,최종,6.0
,,서초구,46형,고령자,1,최종,6.0
,,영등포구,21형,청년,1,최종,6.0
,,마포구,59형,신혼부부,1,최종,6.0
,,마포구,32형,청년,1,최종,6.0
,,마포구,49형,고령자,1,최종,6.0
,,서대문구,31형,청년,1,최종,6.0
,,송파구,31형,고령자,1,최종,9.0
,,중랑구,29형,고령자,1,최종,7.0
,,중랑구,21형,고령자,1,최종,6.0
,,양천구,59형,신혼부부,1,최종,6.0
,,서초구,59형,고령자,1,최종,6.0
,,양천구,59형,고령자,2,최종,2.0
,,양천구,59형,대학생,1,최종,3.0
,,중랑구,59형,대학생,1,최종,3.0
,,광진구,59형,대학생,1,최종,3.0
,,광진구,59형,청년,1,최종,6.0
,,성북구,59형,신혼부부,1,최종,4.0
,,성북구,59형,고령자,2,최종,5.0
,,구로구,59형,청년,1,최종,6.0
,,구로구,59형,신혼부부,1,최종,6.0
,,강북구,59형,대학생,1,최종,3.0
,,은평구,59형,대학생,1,최종,3.0
,,도봉구,59형,청년,1,최종,6.0
,,서대문구,59형,대학생,1,최종,3.0
,,성북구,59형,대학생,1,최종,3.0
,,강북구,39형,신혼부부,1,최종,6.0
,,은평구,39형,신혼부부,1,최종,6.0
,,동대문구,33형,청년,1,최종,6.0
,,영등포구,26형,청년,1,최종,6.0
,,서대문구,34형,청년,1,최종,6.0
,,은평구,38형,신혼부부,1,최종,6.0
,,성북구,39형,고령자,1,최종,4.0
,,마포구,34형,청년,1,최종,6.0
,,은평구,40형,신혼부부,1,최종,6.0
,,영등포구,39형,신혼부부,1,최종,6.0
,,성북구,39형,신혼부부,1,최종,6.0
,,성북구,29형,청년,1,최종,6.0
,,성동구,36형,신혼부부,1,최종,6.0
,,중구,39형,고령자,2,최종,3.0
,,중구,39형,고령자,1,최종,4.0
,,영등포구,49형,신혼부부,1,최종,6.0
,,용산구,40형,신혼부부,2,최종,6.0
,,양천구,26형,청년,1,최종,6.0
,,성북구,32형,고령자,2,최종,4.0
,,성북구,38형,신혼부부,1,최종,6.0
,,강동구,28형,고령자,1,최종,5.0
,,동작구,20형,대학생,1,최종,3.0
,,양천구,39형,신혼부부,1,최종,6.0
,,서대문구,39형,신혼부부,1,최종,6.0
,,은평구,41형,신혼부부,1,최종,6.0
,,성동구,38형,신혼부부,1,최종,6.0
,,은평구,39형,청년,1,최종,6.0
,,은평구,39형,고령자,1,최종,8.0
,,꿈의숲코오롱하늘채(장위2)\_서울리츠2호,32형,고령자,1,최종,5.0
,,보문파크뷰자이(보문3)\_서울리츠2호,29형,청년,1,최종,6.0
,,보문파크뷰자이(보문3)\_서울리츠2호,34형,청년,1,최종,6.0
,,녹번역이편한세상캐슬(응암2)\_서울리츠2호,39형,신혼부부,1,최종,6.0
,,이룸채(서울리츠1호),23형,고령자,1,최종,6.0
,,이룸채(서울리츠1호),39형,신혼부부,1,최종,6.0
,,경희궁자이(돈의문1)\_서울리츠2호,39형,신혼부부,1,최종,6.0
,,서울역 센트럴자이(만리2)\_서울리츠2호,39형,고령자,2,최종,7.0
,,광진구,39형,주거급여,1,최종,3.0
,,중랑구,34형,청년,1,최종,6.0
,,중랑구,35형,일반가구,1,최종,6.0
,,강동구,17형,일반가구,1,최종,5.0
,,강동구,17형,청년,1,최종,6.0
,,강북구,25형,일반가구,1,최종,6.0
,,강서구,51형,일반가구,1,최종,6.0
,,강서구,59형,일반가구,1,최종,6.0
,,광진구,12형,일반가구,1,최종,5.0
,,구로구,20형,주거급여,1,최종,5.0
,,구로구,31형,청년,1,최종,6.0
,,천왕이펜하우스8단지 (천왕지구 8단지),45형,청년,1,최종,6.0
,,구로구,29형,청년,1,최종,6.0
,,동대문구,40형,신혼부부,1,최종,6.0
,,동대문구,59형,일반가구,1,최종,6.0
,,마포구,59형,일반가구,1,최종,6.0
,,서초구,59형,일반가구,1,최종,6.0
,,서초구,59형,일반가구,1,최종,3.0
,,중랑구,29형,일반가구,1,최종,6.0
,,관악구,39형,신혼부부,1,최종,6.0
,,서대문구,32형,고령자,1,최종,6.0
,,서대문구,39형,일반가구,1,최종,6.0
,,성동구,30형,청년,1,최종,6.0
,,성북구,46형,일반가구,1,최종,4.0
,,양천구,26형,일반가구,1,최종,4.0
,,영등포구,26형,일반가구,1,최종,6.0
,,용산구,40형,일반가구,2,최종,3.0
,,29S,29형,고령자,1,최종,5.0
,,23,23형,청년,1,최종,6.0
,,서대문구,38형,청년,1,최종,6.0
,,성동구,38형,고령자,1,최종,5.0
,,금호파크힐스이편한세상(금호15)\_서울리츠2호,30형,고령자,1,최종,5.0
,,동대문구,30형,청년,1,최종,6.0
,,동대문구,30형,고령자,1,최종,4.0
,,동작구,18형,대학생,1,최종,3.0
,,강동 리엔파크 11단지,29형,청년,1,최종,6.0
,,강북구,16형,청년,1,최종,6.0
,,신마곡 벽산블루밍,49형,고령자,1,최종,9.0
,,광진구,29형,청년,1,최종,6.0
,,광진구,20형,주거급여,1,최종,3.0
,,광진구,19형,주거급여,1,최종,5.0
,,광진구,29형,주거급여,1,최종,3.0
,,구로구,20형,고령자,2,최종,3.0
,,서초그랑자이,19형,대학생,1,최종,3.0
,,정릉 하늘마루,26형,청년,1,최종,6.0
,,포레카운티(장위1)\_서울리츠2호,39형,고령자,1,최종,5.0
,,래미안장위퍼스트하이(장위5)\_서울리츠2호,29형,청년,1,최종,6.0
,,거여 리본타운,36형,고령자,1,최종,9.0
,,송파시그니처롯데캐슬,39형,신혼부부,1,최종,6.0
,,신목동비바힐스,34형,청년,1,최종,6.0
,,당산센트럴아이파크,26형,청년,1,최종,6.0
,,용산구 리츠2호,38형,일반가구,1,최종,1.0
,,용산센트럴파크 헤링턴스퀘어(국제4)\_서울리츠2호,39형,고령자,1,최종,4.0
,,용산센트럴파크 헤링턴스퀘어(국제4)\_서울리츠2호,38형,고령자,2,최종,4.0
,,이룸채(서울리츠1호),23형,신혼부부,1,최종,6.0
,,종로구 경희궁자이(돈의문1)\_서울리츠2호,39형,신혼부부,1,최종,6.0
,,신내 글로리움,31형,청년,1,최종,6.0
,,서대문구,24형,대학생,1,최종,3.0
,,서대문구,41형,고령자,1,최종,5.0
,,종로구,19형,청년,1,최종,4.0
,,구로구,17형,주거급여,2,최종,1.0
,,구로구,32형,고령자,1,최종,6.0
,,강동구,52형,고령자,1,최종,4.0
,,관악구,44형,고령자,1,최종,6.0
,,송파구,59형,고령자,1,최종,6.0
,,은평구,26형,청년,2,최종,4.0
,,은평구,28형,청년,1,최종,4.0
,,강동구,51형,고령자,1,최종,3.0
,,강남구,59형,신혼부부,1,최종,4.0
,,강남구,59형,고령자,1,최종,4.0
,,송파구,36형,청년,1,최종,6.0
,,노원구,46형,고령자,1,최종,5.0
,,강동구,59형,신혼부부,1,최종,4.0
,,강동구,59형,고령자,1,최종,5.0
,,서초구,59형,신혼부부,2,최종,6.0
,,서초구,20형,주거급여,2,최종,4.0
,,송파구,17형,대학생,1,최종,3.0
,,중랑구,44형,신혼부부,2,최종,6.0
,,노원구,59형,고령자,1,최종,6.0
,,성북구,19형,청년,1,최종,4.0
,,구로구,29형,주거급여,1,최종,3.0
,,구로구,29형,고령자,1,최종,5.0
,,노원구,59형,신혼부부,1,최종,6.0
,,구로구,39형,주거급여,2,최종,4.0
,,강남센트럴,52형,고령자,1,최종,7.0
,,(개나리4차),59형,신혼부부,1,최종,6.0
,,22,22형,대학생,1,최종,3.0
,,22,22형,일반가구,1,최종,6.0
,,건대프라하임3차,27형,청년,1,최종,6.0
,,다온타워,22형,대학생,1,최종,3.0
,,다온타워,29형,청년,1,최종,6.0
,,리오파크,32형,청년,1,최종,6.0
,,리오파크,32형,신혼부부,1,최종,6.0
,,(아현2구역),43형,고령자,2,최종,4.0
,,(아현2구역),49형,고령자,1,최종,4.0
,,(아현2구역),54형,신혼부부,1,최종,6.0
,,상봉태솔,54형,신혼부부,1,최종,6.0
,,상봉태솔,59형,고령자,1,최종,9.0
,,상봉태솔,59형,청년,1,최종,6.0
,,센트럴파크,34형,일반가구,1,최종,5.0
,,(홍제1),49형,신혼부부,1,최종,6.0
,,용마산모아엘가,49형,신혼부부,1,최종,6.0
,,파크포레,57형,고령자,1,최종,7.0
,,파크포레,20형,대학생,1,최종,3.0
,,파크포레,27형,대학생,1,최종,3.0
,,파크포레,22형,청년,1,최종,6.0
,,강동리엔파크,17형,고령자,1,최종,3.0
,,14단지,29형,고령자,1,최종,5.0
,,디에이치 아너힐즈,49형,신혼부부,1,최종,6.0
,,래미안 신반포,48형,신혼부부,1,최종,6.0
,,리오센트,59형,신혼부부,1,최종,6.0
,,래미안블레스티지,59형,신혼부부,1,최종,6.0
,,반포 래미안,35형,일반가구,1,최종,6.0
,,송파파크데일3 (마천3),49형,청년,1,최종,6.0
,,송파헬리오시티 (가락시영),49형,청년,1,최종,6.0
,,수락리버타운 (상계장암5),49형,고령자,1,최종,4.0
,,숲에리움,49형,청년,1,최종,6.0
,,신내3지구 4단지,49형,청년,1,최종,6.0
,,신내글로리움,49형,고령자,1,최종,4.0
,,정릉 하늘마루 (청신호),49형,청년,1,최종,6.0
,,정릉 하늘마루 (청신호),49형,고령자,2,최종,2.0
,,정릉 하늘마루 (청신호),49형,대학생,1,최종,3.0
,,정릉 하늘마루 (청신호),49형,신혼부부,1,최종,6.0
,,천왕지구 8단지,49형,청년,1,최종,6.0
,,천왕지구 8단지,49형,고령자,1,최종,6.0
,,천왕지구 8단지,49형,일반가구,2,최종,4.0
,,천왕지구 8단지,49형,일반가구,1,최종,6.0
,,힐스테이트신촌,49형,청년,1,최종,6.0
,,대학생,28형,대학생,1,최종,3.0
,,청년,30형,청년,1,최종,6.0
,,주거급여수급자,11형,주거급여,2,최종,1.0
,,고령자,10형,고령자,2,최종,3.0
,,청년,60형,청년,1,최종,6.0
,,주거급여수급자,10형,주거급여,2,최종,4.0
,,고령자,10형,고령자,2,최종,2.0
,,신혼부부,22형,신혼부부,2,최종,6.0
,,고령자,12형,고령자,2,최종,3.0
,,신혼부부,35형,신혼부부,1,최종,6.0
,,고령자,35형,고령자,1,최종,6.0
,,신혼부부,10형,신혼부부,1,최종,6.0
,,고령자,10형,고령자,1,최종,4.0
,,신혼부부,50형,신혼부부,1,최종,6.0
,,고령자,12형,고령자,1,최종,5.0
,,신혼부부,40형,신혼부부,1,최종,6.0
,,고령자,10형,고령자,1,최종,5.0
,,대학생,10형,대학생,1,최종,3.0
,,청년,10형,청년,1,최종,6.0
,,신혼부부,13형,신혼부부,2,최종,6.0
,,고령자,13형,고령자,1,최종,4.0
,,신혼부부,10형,신혼부부,2,최종,6.0
,,고령자,10형,고령자,1,최종,7.0
,,신혼부부,59형,신혼부부,2,최종,6.0
,,고령자,59형,고령자,1,최종,8.0
,,주거급여수급자,32형,주거급여,1,최종,6.0
,,신혼부부,45형,신혼부부,1,최종,6.0
,,대학생,21형,대학생,1,최종,3.0
,,청년,29형,청년,1,최종,6.0
,,주거급여수급자,29형,주거급여,1,최종,6.0
,,신혼부부,59형,신혼부부,1,최종,6.0
,,고령자,59형,고령자,1,최종,7.0
,,청년,16형,청년,1,최종,6.0
,,주거급여수급자,29형,주거급여,1,최종,5.0
,,신혼부부,48형,신혼부부,1,최종,6.0
,,신혼부부,59형,신혼부부,1,최종,4.0
,,신혼부부,49형,신혼부부,1,최종,6.0
,,신혼부부,59형,신혼부부,2,최종,4.0
,,신혼부부,44형,신혼부부,1,최종,4.0
,,주거급여수급자,21형,대학생,1,최종,3.0
,,청년,22형,청년,1,최종,4.0
,,청년,31형,청년,1,최종,6.0
,,신마곡 벽산블루밍,49형,신혼부부,1,최종,6.0
,,신정 파크샤인,26형,청년,1,최종,6.0
,,응암역효성해링턴플레이스,59형,신혼부부,1,최종,6.0
,,잠실올림픽공원아이파크,59형,고령자,1,최종,5.0
,,정릉 하늘마루,26형,고령자,2,최종,3.0
,,천왕이펜하우스8단지 (천왕지구 8단지),36형,청년,1,최종,6.0
,,항동 하버라인 지구,29형,주거급여,1,최종,5.0
,,힐스테이트 청계,40형,고령자,2,최종,6.0
,,신혼부부,40형,신혼부부,2,최종,6.0
,,고령자,39형,신혼부부,1,최종,6.0
,,아이파크포레,49형,일반가구,1,최종,5.0
,,(수색13),49형,신혼부부,1,최종,6.0
,,53,53형,고령자,1,최종,8.0
,,53,53형,청년,1,최종,6.0
,,더 더블유 서울,20형,주거급여,1,최종,5.0
,,22,22형,청년,1,최종,6.0
,,더푸름,28형,주거급여,1,최종,6.0
,,(대치동제1지구),51형,고령자,1,최종,6.0
,,(대치동제1지구),51형,신혼부부,2,최종,6.0
,,디에이치퍼스티어,49형,고령자,2,최종,7.0
,,아이파크(개포주공1),49형,신혼부부,1,최종,6.0
,,59,59형,고령자,1,최종,4.0
,,(신반포14차),54형,일반가구,1,최종,5.0
,,고령자,54형,신혼부부,1,최종,6.0
,,고령자,54형,고령자,1,최종,6.0
,,고령자,54형,고령자,1,최종,5.0
,,고령자,54형,청년,1,최종,6.0
,,고령자,54형,대학생,1,최종,3.0
,,강동 리엔파크 11단지,54형,대학생,2,최종,0.0
,,강동 리엔파크 14단지,54형,고령자,1,최종,3.0
,,개포래미안포레스트,54형,신혼부부,2,최종,6.0
,,고덕자이,54형,신혼부부,1,최종,6.0
,,꿈의숲 효성해링턴플레이스,54형,신혼부부,1,최종,6.0
,,래미안 로이파크,54형,신혼부부,1,최종,6.0
,,래미안 명일역 솔베뉴,54형,신혼부부,1,최종,6.0
,,래미안 신반포 리오센트,54형,신혼부부,1,최종,6.0
,,래미안개포루체하임,54형,신혼부부,2,최종,6.0
,,래미안라클래시,54형,신혼부부,1,최종,6.0
,,반포래미안아이파,59형,신혼부부,1,최종,6.0
,,반포센트럴자이,59형,신혼부부,2,최종,6.0
,,반포써밋,49형,신혼부부,1,최종,6.0
,,방배그랑자이,54형,신혼부부,1,최종,6.0
,,보라매자이,36형,신혼부부,1,최종,6.0
,,수락리버타운,21형,고령자,2,최종,3.0
,,신내 글로리움,44형,신혼부부,1,최종,6.0
,,신내 글로리움,29형,청년,1,최종,6.0
,,신내 글로리움,21형,청년,1,최종,6.0
,,36S,36형,고령자,2,최종,3.0
,,45,45형,신혼부부,1,최종,6.0
,,45,45형,대학생,1,최종,3.0
,,26,26형,청년,1,최종,6.0
,,23,23형,대학생,2,최종,0.0
,,항동 하버라인,39형,청년,1,최종,6.0
,,39,39형,청년,1,최종,6.0
,,39,39형,고령자,1,최종,4.0
,,힐스테이트 청계,39형,신혼부부,1,최종,6.0
,,e편한세상 송파파크센트럴\_재건축,39형,신혼부부,1,최종,6.0
,,e편한세상 송파파크센트럴\_재건축,29형,청년,1,최종,6.0
,,e편한세상 송파파크센트럴\_재건축,29형,고령자,1,최종,4.0
,,e편한세상 송파파크센트럴\_재건축,29형,신혼부부,1,최종,6.0
,,주거급여 수급자,29형,대학생,1,최종,3.0
,,소미더클래스한강,29형,청년,1,최종,6.0
,,신영지웰에스테이,29형,청년,1,최종,6.0
,,케이앤케이타워,29형,대학생,1,최종,3.0
,,케이앤케이타워,29형,청년,1,최종,6.0
,,강남센트럴아이파크,29형,신혼부부,1,최종,6.0
,,강동 리엔파크,29형,고령자,1,최종,4.0
,,강일리버파크 11,29형,청년,1,최종,6.0
,,강일리버파크 11,29형,고령자,1,최종,6.0
,,개포자이프레지던스,29형,신혼부부,1,최종,4.0
,,개포자이프레지던스,29형,고령자,1,최종,4.0
,,개포자이프레지던스,29형,신혼부부,1,최종,6.0
,,거여 리본타운,29형,신혼부부,1,최종,6.0
,,거여 리본타운,29형,대학생,1,최종,3.0
,,거여 리본타운,29형,고령자,1,최종,6.0
,,고덕자이,29형,신혼부부,1,최종,6.0
,,고덕자이,29형,청년,1,최종,6.0
,,공덕동 크로시티,29형,신혼부부,1,최종,6.0
,,공덕동 크로시티,29형,고령자,2,최종,5.0
,,꿈의숲 효성해링턴플레이스,29형,신혼부부,1,최종,6.0
,,디에이치 아너힐즈,29형,신혼부부,1,최종,6.0
,,래미안블레스티지,29형,신혼부부,1,최종,6.0
,,래미안서초에스티지S,29형,신혼부부,1,최종,6.0
,,래미안원베일리,29형,신혼부부,1,최종,6.0
,,래미안원베일리,29형,청년,1,최종,6.0
,,마포 웨스트리버 태영데시앙,29형,신혼부부,1,최종,6.0
,,마포더클래시,29형,고령자,1,최종,4.0
,,반포써밋,29형,신혼부부,1,최종,6.0
,,방배아트자이,29형,신혼부부,1,최종,6.0
,,보라매자이,29형,신혼부부,1,최종,6.0
,,서대문푸르지오센트럴파크,29형,신혼부부,1,최종,6.0
,,수락리버타운,29형,고령자,1,최종,3.0
,,수락리버타운,29형,고령자,2,최종,7.0
,,신목동 파라곤,59형,신혼부부,1,최종,6.0
,,신목동 파라곤,49형,신혼부부,1,최종,6.0
,,신반포르엘,49형,고령자,1,최종,5.0
,,신정 파크샤인,28형,대학생,1,최종,3.0
,,신정 파크샤인,23형,대학생,1,최종,3.0
,,신정 파크샤인,27형,대학생,1,최종,3.0
,,신정 파크샤인,22형,청년,1,최종,6.0
,,천왕연지마을 1,19형,청년,1,최종,3.0
,,천왕연지마을 2,40형,신혼부부,1,최종,6.0
,,래미안아트리치 석관구역(2)\_서울리츠2호,34형,신혼부부,1,최종,6.0
,,래미안장위퍼스트 하이(장위5)\_서울리츠2호,34형,청년,1,최종,6.0
,,백련산SK VIEW IPARK(응암10)\_서울리츠2호,34형,신혼부부,1,최종,6.0
,,보라매 SK뷰(신길5)\_서울리츠2호,34형,신혼부부,1,최종,6.0
,,보문리슈빌하우트(보문2)\_서울리츠2호,34형,신혼부부,1,최종,6.0
,,서울숲리버뷰자이(행당6)\_서울리츠2호,34형,신혼부부,1,최종,6.0
,,서울역 센트럴자이(만리2)\_서울리츠2호,34형,고령자,2,최종,3.0
,,신길센트럴아이파크(신길14구역)\_서울리츠2호,34형,고령자,1,최종,4.0
,,용산센트럴파크 헤링턴스퀘어(국제4)\_서울리츠2호,34형,신혼부부,2,최종,6.0
,,이든채(서울리츠1호),34형,청년,1,최종,6.0
,,꿈의숲코오롱하늘채(장위2)\_서울리츠2호,34형,고령자,2,최종,2.0
,,푸르내(서울리츠1호),34형,신혼부부,1,최종,6.0
,,푸르내(서울리츠1호),34형,고령자,1,최종,4.0
,,푸르내(서울리츠1호),34형,대학생,1,최종,3.0
,,학수복합(서울리츠2호),34형,대학생,1,최종,3.0
,,학수복합(서울리츠2호),34형,신혼부부,1,최종,6.0
,,홍제역 해링턴플레이스(제3)\_서울리츠2호,34형,신혼부부,1,최종,6.0
,,힐스테이트녹번역(응암1)\_서울리츠2호,34형,신혼부부,1,최종,6.0
,,힐스테이트서울숲 리버(금호20)\_서울리츠2호,34형,신혼부부,1,최종,6.0
